"ID","STUDY TITLE","COMPKEY","UNITID/ UNITID2","DIR FLOW","LANE","START DATE","AMPK","PMPK","AWDT","ADT","WEEK DAYS","DAYS"
317664,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",01/09/08,586,621,8346,8209,5,7
213329,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",01/09/08,313,342,4502,4329,5,7
213328,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",01/09/08,283,301,3845,3880,5,7
317666,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",02/20/08,620,652,8753,8762,5,7
213497,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",02/20/08,313,334,4352,4272,5,7
213496,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",02/20/08,312,342,4402,4490,5,7
317668,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",03/12/08,626,663,8708,8840,5,7
213684,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",03/12/08,317,335,4464,4360,5,7
213683,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",03/12/08,310,340,4245,4480,5,7
317670,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",04/09/08,635,672,9107,9065,5,7
213852,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",04/09/08,309,351,4628,4477,5,7
213844,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",04/09/08,332,348,4480,4588,5,7
317672,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",05/14/08,640,642,8643,8675,5,7
214082,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",05/14/08,316,337,4468,4311,5,7
214081,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",05/14/08,326,315,4175,4363,5,7
317674,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",06/11/08,628,664,8778,8816,5,7
214400,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",06/11/08,295,329,4236,4127,5,7
214399,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",06/11/08,341,344,4542,4689,5,7
317676,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",07/09/08,652,696,9501,9381,5,7
214576,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",07/09/08,338,375,5088,4904,5,7
214575,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",07/09/08,329,348,4413,4477,5,7
317678,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",08/13/08,671,719,9320,9515,5,7
214806,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",08/13/08,337,375,4956,4883,5,7
214805,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",08/13/08,339,353,4364,4632,5,7
317680,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",09/16/08,655,675,9364,9388,5,7
215039,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",09/16/08,345,353,4950,4792,5,7
215038,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",09/16/08,332,336,4414,4596,5,7
215217,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",10/13/08,319,346,4381,4875,5,7
317683,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",10/23/08,625,667,9045,9303,5,7
215244,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",10/23/08,315,347,4664,4428,5,7
317685,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",11/12/08,621,685,8937,8999,5,7
215417,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",11/12/08,306,338,4503,4419,5,7
215410,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",11/12/08,324,370,4434,4580,5,7
317687,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",12/10/08,670,754,9343,9015,5,7
215592,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",12/10/08,349,385,4860,4623,5,7
215591,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",12/10/08,323,406,4483,4392,5,7
215729,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",01/14/09,306,319,4297,4159,4,6
215719,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",01/14/09,302,387,4560,0,2,2
317570,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",01/27/09,578,598,8056,7968,5,7
215809,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",01/27/09,287,306,3930,3932,5,7
317572,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",02/11/09,612,694,9166,9615,4,6
215891,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",02/11/09,297,326,4579,4802,4,6
215890,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",02/11/09,324,371,4587,4813,4,6
317574,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",03/11/09,593,620,8711,8555,5,7
216084,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",03/11/09,281,311,4236,4150,5,7
216083,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",03/11/09,317,345,4475,4405,5,7
317576,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",04/15/09,566,614,8484,8619,5,7
216344,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",04/15/09,284,313,4321,4216,5,7
216343,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",04/15/09,290,320,4163,4403,5,7
317578,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",05/13/09,607,665,8967,9126,5,7
216611,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",05/13/09,301,335,4541,4475,5,7
216610,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",05/13/09,311,351,4426,4650,5,7
317582,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",06/10/09,640,691,9174,9106,5,7
216838,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",06/10/09,346,376,4633,4631,5,7
317580,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",07/15/09,692,734,9588,9488,5,7
317584,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",07/15/09,669,698,9218,9369,5,7
217097,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",07/15/09,360,393,4955,4857,5,7
217096,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",07/15/09,323,319,4263,4512,5,7
300950,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",07/15/09,322,319,4227,4473,5,7
317606,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",08/12/09,655,712,9439,9537,5,7
217322,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",08/12/09,350,374,4989,4880,5,7
217321,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",08/12/09,316,362,4450,4657,5,7
317608,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",09/09/09,680,711,9612,9253,5,7
217438,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",09/09/09,388,418,5345,5044,5,7
217437,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",09/09/09,306,318,4267,4208,5,7
317610,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",10/14/09,614,692,9032,9026,5,7
217714,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",10/14/09,302,360,4764,4527,5,7
217713,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",10/14/09,312,348,4269,4499,5,7
217882,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",11/10/09,325,382,4772,4701,4,6
317612,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",11/19/09,620,680,9154,8975,5,7
217935,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",11/19/09,292,331,4431,4309,5,7
317614,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",12/09/09,620,679,9081,9035,5,7
218009,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",12/09/09,293,319,4359,4369,5,7
302917,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",01/13/10,588,635,8420,8158,4,6
218135,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",01/13/10,349,390,4672,4523,4,6
302495,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",01/14/10,258,270,3749,3635,4,6
218246,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",02/10/10,304,298,4120,4035,4,6
302919,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",02/11/10,603,628,8520,8549,4,6
302494,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",02/11/10,311,363,4400,4514,4,6
302921,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",03/10/10,610,620,8380,8328,5,7
218466,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",03/10/10,307,319,4244,4070,5,7
218465,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",03/10/10,310,325,4137,4258,5,7
302923,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",04/14/10,601,644,8675,0,5,5
218645,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",04/14/10,305,330,4341,0,5,5
218644,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",04/14/10,303,343,4334,4358,5,7
302925,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",05/12/10,585,600,8182,8010,5,7
218811,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",05/12/10,296,309,4112,3818,5,7
218810,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",05/12/10,296,313,4070,4193,5,7
302927,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",06/08/10,568,603,8121,8364,5,7
300089,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",06/08/10,301,322,4013,4233,5,7
300090,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",06/08/10,276,306,4108,4131,5,7
302929,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",07/21/10,650,676,9702,9283,5,7
300353,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",07/21/10,321,333,4876,4525,5,7
300352,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",07/21/10,350,356,4826,4758,5,7
302931,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",08/18/10,563,588,7884,8176,5,7
300582,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",08/18/10,269,284,3980,3933,5,7
300581,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",08/18/10,309,314,3904,4243,5,7
302933,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",09/15/10,595,626,8352,8056,5,7
300804,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",09/15/10,271,303,4070,3829,5,7
300803,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",09/15/10,331,344,4282,4227,5,7
302935,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",10/14/10,561,608,8098,8131,5,7
300832,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",10/14/10,280,296,4087,3985,5,7
300831,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",10/14/10,290,328,4010,4147,5,7
302937,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",11/09/10,653,651,8997,8904,4,6
301050,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",11/09/10,312,313,4422,4254,4,6
301049,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",11/09/10,349,353,4575,4650,4,6
301223,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",12/14/10,328,374,4521,4522,5,7
302939,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",12/15/10,635,681,8891,8713,5,7
302496,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",12/15/10,316,329,4371,4191,5,7
307079,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",01/19/11,550,620,8310,8062,5,7
301486,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",01/19/11,257,272,3776,3579,5,7
301485,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",01/19/11,307,358,4535,4483,5,7
301542,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",01/31/11,339,353,4691,4673,5,7
307081,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",02/09/11,662,702,9819,9598,5,7
301619,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",02/09/11,318,325,4762,4562,5,7
301618,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",02/09/11,349,391,5057,5035,5,7
307083,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",03/22/11,622,648,8239,7987,5,7
302390,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",03/22/11,336,366,4256,3974,5,7
302388,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",03/22/11,293,316,3982,4012,5,7
307085,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",04/14/11,639,662,9605,9301,5,7
302574,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",04/14/11,287,308,4387,4193,5,7
302573,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",04/14/11,363,368,5218,5108,5,7
307087,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",05/11/11,702,698,10088,10157,5,7
302826,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",05/11/11,347,357,5153,5127,5,7
302825,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",05/11/11,362,353,4936,5030,5,7
307089,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",06/15/11,623,670,9134,9033,5,7
303394,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",06/15/11,282,299,4257,4105,5,7
303393,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",06/15/11,352,383,4877,4928,5,7
307091,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",07/13/11,632,650,9093,9023,5,7
303614,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",07/13/11,283,291,4211,4116,5,7
303613,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",07/13/11,360,374,4882,4906,5,7
307093,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",08/10/11,602,632,8552,8660,5,7
303797,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",08/10/11,286,304,4235,4218,5,7
303796,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",08/10/11,317,338,4317,4443,5,7
307095,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",09/21/11,577,575,8173,7983,5,7
303975,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",09/21/11,292,294,4215,4006,5,7
303974,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",09/21/11,293,294,3958,3976,5,7
307097,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",10/11/11,548,655,8382,8377,5,7
304074,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",10/11/11,280,356,4332,4284,5,7
304073,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",10/11/11,281,316,4050,4093,5,7
307099,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",11/15/11,673,681,9610,9217,5,7
304377,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",11/15/11,359,387,5401,5060,5,7
304376,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",11/15/11,319,317,4209,4157,5,7
307101,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",12/13/11,629,637,8894,8696,5,7
304785,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",12/13/11,308,323,4368,4197,5,7
304784,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",12/13/11,329,339,4526,4499,5,7
310157,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",01/18/12,578,592,8469,8112,5,7
310154,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",01/18/12,257,272,3776,3579,5,7
304921,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","/  SPECI",01/23/12,365,397,5652,5421,5,7
304920,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",01/23/12,325,330,4694,4533,5,7
310159,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",02/15/12,615,638,8835,8615,4,6
306026,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",02/15/12,298,323,4498,4266,4,6
306025,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",02/15/12,325,331,4337,4349,4,6
310161,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",03/14/12,576,590,8207,8098,5,7
310155,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",03/14/12,291,301,4225,3966,5,7
307044,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",03/14/12,290,331,3981,4132,5,7
310163,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",04/11/12,603,606,8525,8221,5,7
307707,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",04/11/12,300,311,4356,4088,5,7
307708,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",04/11/12,315,306,4170,4133,5,7
310156,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",05/16/12,281,292,4096,3845,5,7
310165,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",05/17/12,603,594,8691,8547,5,7
308223,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",05/17/12,327,317,4595,4702,5,7
310167,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",06/20/12,685,695,9940,10600,5,7
308262,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",06/20/12,308,331,4683,4753,5,7
308261,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",06/20/12,382,385,5258,5847,5,7
310169,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",07/24/12,580,675,8285,0,5,5
308662,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",07/24/12,280,420,4386,3950,5,7
308661,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",07/24/12,303,314,3899,0,5,5
310171,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",08/15/12,616,656,9082,9120,5,7
308857,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",08/15/12,288,314,4467,4309,5,7
308856,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",08/15/12,347,353,4615,4811,5,7
310173,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",09/14/12,592,596,8319,8243,5,7
309159,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",09/14/12,289,288,4295,4093,5,7
309158,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",09/14/12,305,314,4024,4150,5,7
310175,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",10/10/12,648,687,9366,0,5,5
309268,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",10/10/12,294,324,4279,0,5,5
309267,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",10/10/12,356,377,5087,5119,5,7
310177,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",11/14/12,658,717,9690,9552,5,7
309522,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",11/14/12,315,359,4814,4645,5,7
309521,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",11/14/12,359,374,4876,4907,5,7
309632,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",12/11/12,315,331,4658,4491,5,7
310179,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",12/20/12,630,684,9081,8867,4,6
309660,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",12/20/12,316,361,4391,4354,4,6
312582,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",01/09/13,571,581,8133,7783,5,7
309688,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",01/09/13,300,294,4163,3893,5,7
309687,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",01/09/13,281,301,3970,3891,5,7
312584,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",02/13/13,639,700,9229,9162,4,6
310231,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",02/13/13,307,334,4423,4215,4,6
310230,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",02/13/13,339,395,4806,4947,4,6
312586,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",03/20/13,610,626,8372,8408,5,7
310776,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",03/20/13,308,305,4071,3943,5,7
312514,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",03/20/13,308,357,4301,4466,5,7
312588,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",04/10/13,696,729,10402,10403,5,7
310920,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",04/10/13,303,323,4595,4700,5,7
310919,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",04/10/13,410,424,5807,5704,5,7
312590,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",05/15/13,641,703,9841,9889,5,7
311294,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",05/15/13,323,343,4838,4764,5,7
311293,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",05/15/13,328,377,5003,5124,5,7
312516,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",06/17/13,321,375,4990,4750,5,7
312592,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",06/18/13,630,679,8994,9145,5,7
311523,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",06/18/13,319,336,4004,4395,5,7
312594,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",07/15/13,651,661,9138,8922,5,7
311657,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",07/15/13,303,340,4587,4384,5,7
311656,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",07/15/13,354,350,4552,4538,5,7
312596,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",08/15/13,648,652,8848,8872,5,7
311819,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",08/15/13,301,329,4399,4282,5,7
311818,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",08/15/13,362,352,4448,4590,5,7
312598,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","TOTAL","STANDARD",09/16/13,696,709,9754,9623,5,7
311942,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","NW","STANDARD",09/16/13,431,425,5711,5719,5,7
312024,"3RD  AVE,  SE/O  UNION  ST",4382,"02080
/0130","SE","STANDARD",09/25/13,276,296,4043,3904,5,7
